,short_description,label
28,controversi leak alleg whatsapp chat republ media network editor chief arnab goswami former ceo partho dasgupta barci dasgupta reach pakistan,0
738,imf estim come day per capita gdp bangladesh overtak india comparison correct,0
414,prime minist modi ask badli affect state give top prioriti test contact trace,0
295,boom spoke dr rana singh discov record video mahavir cancer institut juli,1
336,independ bori johnson second british prime minist becom chief guest india republ day john major made guest,0
720,stori day formal begin fight india pakistan,0
487,modi said new agricultur law farmer got new right right start reduc problem farmer,0
52,boom found viral clip protest insult scriptur kashmiri sikh octob,1
105,america elector process media outlet elect georgia arizona alaska state,1
103,boom found pictur show ahm khan newli elect us presid biden,1
475,million peopl affect left necessari screen amidst corona epidem,0
530,dgp polic said use send extremist india kill nagarota thursday,0
704,ni mayor christian astrosi told report suspect attack repeatedli scream allahu akbar allah scream attack arrest,0
158,far six round talk held govern farmer organ central govern made clear new agricultur law withdrawn,0
643,video delhi polic beat protest protest rohit vemula suicid,1
90,boom found bhagwat name ad separ statement report confirm viral statement,1
710,boom found video north eastern brazil coupl charg tri rob passeng bu move bu,1
586,republ tv initi gave incorrect inform incid claim protestor oppo gunman caa,1
243,boom spoke offic rashtrapati bhavan describ claim fake,1
621,boom identifi speaker farooq ahm leader depriv bahujan agadi,1
582,india foreign ministri call pakistani ambassador strongli condemn innoc citizen pakistani forc,0
660,nearli three decad polit enmiti cpi male rashtriya janata dal siwan peak contest elect togeth,0
531,indian live america also celebr festiv chhath puja chhath festiv celebr four day bank manalapan lake new jersey,0
448,year ago farmer tamil nadu gather jantar mantar delhi protest protest,0
166,boom reject amritsar rural polic dismiss viral claim woman soldier die road accid,1
148,mughal sultan babur found height quarter world wealth area sultan spread almost entir subcontin includ afghanistan includ afghanistan,0
44,farmer leader said januari tractor ralli held republ day parad read today big news,0
9,claim viral british prime minist cancel tour india due peasant movement,1
636,hyderabad come hidden rustom team defeat mumbai delhi bangalor becom champion soon see comfort,0
99,administr case death children due fire bhandara district hospit maharashtra,0
630,first phase th multin maritim practic malabar conclud,0
60,latest deci allahabad high court coupl marri special marriag act longer go public notic obstruct,0
95,accid occur near ankola north kannada district karnataka minist wife immedi taken goa helicopt ambul wife union minist pass away,0
300,boom found one pictur bihar taken hyderabad,1
286,health minist harsh vardhan hope vaccin may start januari six vaccin current undergo clinic trial,0
358,boom found pictur cow includ mutil jaw raipur rajasthan cow injur blast,1
735,today cartoon protest tanishq adverti social media,0
377,ram found video market pakistan,1
252,road internet user busi boycot trailer pathan twist,1
706,boom found pm modi done juli death close aid rss leader prafulbhai doshi,1
123,boom found claim viral post fake photo ram templ construct kashi vishwanath corridor banara,1
336,boom found pictur actress ursula andr taken set dr jame bond seri,1
399,boom found disput border still seen map seen outsid india,1
717,yogi adityanath also start anti romeo squad prevent crime women suddenli disappear,0
255,boom spoke journalist mubashir mushtaq took pictur describ viral pictur fake edit,1
665,accord statist relea ministri consum affair averag wholes price onion increa percent,0
494,vote cast saturday first phase district develop council ddc elect jammu kashmir,0
470,boom found video four month old prevent polic go insid citi meerut,1
461,former chief pakistani intellig agenc isi lt gen retir asad durrani said pakistan threaten india,0
106,last one two day also notif relat privaci polici whatsapp gone ahead click agri read articl care,0
41,boom found pictur narendra modi attend wed alpa chapatwala daughter former gujarat minist,1
736,read report understand imf estim life india gdp,0
414,messag fake ratan tata trader tata confirm twitter,1
564,promi land book first issu memoir base polit life obama spent hundr word first visit india novemb,0
360,boom talk school board member vice chairman found claim fake,1
604,pictur jashodaben modi part protest demolit slum mumbai,1
392,today cartoon human right day,0
174,boom found viral post taken articl publish satir websit,1
168,boom found viral pictur atal tunnel devil slide tunnel california,1
480,talk make give vaccin india like powerh still india mani challeng,0
528,boom found adverti publish dainik jagran februari photoshop went viral,1
568,sink circu industri support onlin platform,0
540,boom found set four photograph old relat violenc north east delhi,1
420,uk mp written letter british foreign minist regard demonstr farmer india,0
369,first shaheen bagh fresh peasant movement start show civil societi fill empti place opposit,0
70,india armi chief gener mm narwan said pakistan china togeth creat threat india,0
59,claim protest citizenship amend act also involv peasant movement,1
256,prepar congress foundat day press review withdraw case bjp leader accu inflammatori speech,0
227,boom found time india news share video fake claim later news remov clip,1
526,coimbat polic describ news fake accord polic tri find handl share,1
723,boom found pictur drama draw line base partit india,1
173,protest start citizenship amend law assam law pass parliament decemb last year,0
218,side held eight level militari talk far time progress solv border issu option india,0
62,claim farmer insult tricolor farmer movement pictur,1
304,boom found incid year old belong villag gujarat,1
22,claim price platform ticket increa ten time adani group goe hand adani group,1
225,boom spoke photograph took pictur told pictur five year old,1
27,connect peasant movement user share pictur pay tribut social media,1
654,video show polic offic slap woman protest minor rape,1
428,report suddenli peopl andhra pradesh citi iluru fall ill citi,0
622,boom found truck pass outskirt durgapur west bengal old broken airplan,1
422,boom discov pictur shown viral post actual made morph irfan pictur,1
701,elect commiss remov sp dm post incid fire immer durga statu munger,0
239,farmer movement take polit attitud bbc associ journalist sameeratj mishra tell situat,0
201,boom discov adverti made amul year,1
549,compani neither sugar tablet mix offici packag,1
257,boom found girl seen viral video medic student natalya second phase bardenco militari hospit,1
291,former pakistan cricket shoaib akhtar relea video indian team,0
645,much concern enthusiasm among next presid america among offic sit ministri extern affair expert make foreign polici,0
741,boom found fake viral graphic font match font graphic tweet offici handl,1
254,annual confer russia india take place continu last year time confer held,0
747,boom spoke shahabad sdm dismiss alleg tamper evm said jeep govern complex,1
166,year old prabhat sahu develop techniqu help cryptographi help also transact without password otp,0
538,festiv chhath puja conclud offer arghya rise sun saturday morn crowd devot gather ghat last day worship,0
756,cnbc tv came gui fake tweeter account consid fake twitter account name abhijeet banerj,1
693,train continu without stop lalitpur uttar pradesh bhopal madhya pradesh girl save,0
395,prime minist modi laid foundat stone new build india parliament know new old parliament hou,0
447,boom discov fake claim social media share last six year,1
199,game fourth day second test play india australia start match play melbourn cricket ground,0
478,boom found year old video actual symbol practic adopt peopl bohra commun,1
521,everyday new claim come regard differ vaccin corona built countri world vaccin best india whether govern india made agreement someon know report,0
533,boom found video date februari aap mla given lieuten governor deterior law order delhi,1
208,farmer leader bihar particip agricultur punjab uttar pradesh good agricultur,0
22,sonali vishnu shinget player indian women kabaddi team come common background famili maharashtra,0
100,uproar farmer oppo agricultur law cancel ralli haryana chief minist,0
116,boom found pictur januari three polic personnel beat alleg phone thief deoria district,1
466,ranjit singh disley announc distribut half amount remain teacher soon award,0
627,boom found suffer injuri left hand rever made viral,1
117,boom found video shot belgian parliament may,1
596,boom found video old caa associ opposit,1
393,boom talk tonk polic found viral pictur rape victim victim aliv,1
329,expert monitor polit uttarakhand believ arriv aam aadmi parti chang equat polit,0
48,claim pictur current vandal opposit parti bharat bandh bharat bandh,1
313,august congress leader wrote letter sonia gandhi demand chang,0
203,boom found claim viral video fake youth congress beaten bank manag charg delay farmer loan,1
610,boom spoke organ program confirm dress code photoshop viral pictur,1
601,boom found incid took place brazil novemb clash drug mafia seavil guard,1
496,boom found video actual show polit opposit hong kong august kornaviru,1
219,boom found thackerayoff fake handl made name raj thackeray,1
543,boom spoke kannada polic told commun angl incid,1
44,video claim explain real mean salut lovejihad woman,1
110,hiraman come korwa tribe prepar dictionari extinct korwa languag debt,0
342,colonel santosh babu recent martyr clash galwan valley ladakh india china,1
359,chhattisgarh day debat start polit corridor statement chairman state women commiss,0
163,civicu report also mention cambodia thailand sri lanka vietnam concern condit common peopl unnecessarili target strict tortur,0
492,protest farmer recent recent korona epidem import news latest updat countri world found live page bbc hindi avail hour,0
259,boom found video appear pass bu water fill due rain jaipur august,1
140,seventh round conver farmer govern end bentiza next negoti farmer leader central govern eightth e friday,0
275,boom found pictur actual made use onlin billboard gener,1
399,mother law mother law small villag kolhapur district maharashtra distribut newspap last year,0
385,boom discov video incid baljeet nagar accu local resid,1
513,delhi gang rape nirbhaya case strict law made rape provi sever punish also made affect,0
335,boom found list taken wikipedia list name chine gener,1
736,boom found viral pictur two girl told pictur two differ girl,1
510,boom found tweet bjp parodi account karnataka offici handl parti,1
6,biden kamla harri team either announc american member indian origin administr chosen post,0
235,accord report govern news agenc xinhua polic arrest suspect although purpo behind attack yet clear,0
742,telangana andhra pradesh kerala karnataka odisha disturb due torrenti rain maharashtra sinc wednesday least peopl die far,0
15,russian extern affair minist sergei lavarov said monday amidst specul increa distanc india russia relat india special russia,0
118,congress leader priyanka gandhi husband businessman robert vadra summon incom tax depart monday,0
279,boom found video year old post prime minist narendra modi offici twitter handl,1
460,chief minist manohar lal khattar villag problem issu farmer silent issu farmer bhiwani road rohtak district headquart,0
37,stori written maithili hindi writer rajkam chaudhari tell condit women lower class societi,0
249,boom found video sushant singh rajput seen danc choreograph manpreet toor,1
438,viral post claim dalit woman attack muslim christian kerala worship,1
263,viral post claim prime minist went templ see god declar free new zealand,1
116,jung sanan china becom richest person asia leav behind mukesh ambani india,0
279,leonal messi play match far score goal everi match averag,0
745,center attract power wrestler relat famou bholu wrestler famili darul health known name bholu ka akhara,0
450,boom spoke ravish kumar reject viral statement outright,1
421,pictur kalav mountain citi myanmar social distil practic veget market,1
657,boom found girl return famili soon video went viral,1
548,boom found viral pictur least three year old shaheen bagh,1
345,howev peopl involv farmer perform border delhi,0
683,mani expert say winter increa risk corona viru india increa prepar protect doubl danger,0
746,fake post alleg laxmi vila bank close sever branch,1
307,boom found viral post fake pictur crimin vika dubey face,1
724,boom found articl light show day khan birthday talk money borrow,1
15,claim social media viral old man fall dead,1
630,boom talk suri krishnan told us five stitch come head bandag tie right hand,1
51,claim pictur ongo peasant movement agricultur act,1
401,mani countri steadili decrea russia impact increa due declin statu neighbor countri impact india russia relat nearest situat russia,0
685,auto sector contribut percent india gdp korona epidem made sector bad,0
380,research use harvard well known professor fake media global campaign shown aim defam pakistan benefit indian interest,0
237,year left deep impress mind peopl also global polit year lot happen global polit long effect,0
446,urdu newspap publish pakistan last week case kulbhushan jadhav overshadow newspap,0
662,keep hou shine mean anyon becom bitter truth new societi,0
566,chine presid xi jinp recent told offici complet sichuan tibet railway project soon possibl,0
545,walker complet hike journey tiger record india far tiger made gyanaganga sanctuari maharashtra home,0
553,myanmar nld ie nation leagu democraci emerg largest parti,0
432,five round conver central govern farmer far solut found extent govern seriou demand farmer,0
697,india big facebook offici accu allow polici hate bjp leader implement polici,0
138,suddenli news heard uganda dictat idi amin order asian live uganda suddenli leav countri,0
266,reveal ident tell stori,0
666,boom found origin pictur delhi polic offic protest clash lawyer novemb,1
97,boom found viral video august chief minist burnt cracker foundat stone ram templ ayodhya,1
328,everi year india million peopl fall prey death due air pollut,0
671,boom found video gurgaon haryana school bu allegedli vandal karni sena,1
742,boom found demonstr done worker hindu samaj parti form kamlesh tiwari,1
634,mobil video game video footag incorrectli share call american drone attack sulemani,1
205,farmer oppo central govern agricultur law come prepar protest six month peopl may find difficult believ movement farmer last six year maharashtra six year,0
0,boom found imran khan critic govern india current regim anti muslim pakistan,1
232,boom found pictur four year old newli marri coupl mandya karnataka,1
152,year mani doctor health worker frontlin kovid infect viru mani die,0
31,sonam creat sensat defeat olymp medalist sakshi malik twice row,0
516,gaurav sharma indian origin took oath sanskrit parliament new zealand kilomet india,0
410,boom find offici notic investig written china stop exchang currenc dollar,1
467,film citi come uttar pradesh happen hero heroin come,0
93,indian player face racist comment audienc sydney test,0
301,boom found bhagat singh sister parakash kaur die toronto,1
445,differ name given demonstr farmer singhu border delhi,0
462,attack karachi navi day celebr memori navi day,0
109,boom found pictur taken tejashvi yadav visit geneva august,1
277,boom talk owner compani make anim told video jain templ andhra pradesh,1
435,dr bhimrao ambedkar said interview mahatma gandhi part histori,0
191,foreign diplomat say china surpri oli footstep senior european diplomat said china angri step prime minist oli amidst epidem,0
343,boom found video present internet sinc viral video clip origin video,1
637,boom analyz video shot venu found khalid rai slogan,1
347,boom investig found pictur actual demonstr govern polici sitaram yechuri brinda,1
569,trump modi describ friend mani occa,0
608,polit analyst say despit issu difficult sensit public mind ground realiti also differ tv debat social media,0
377,ss pandher kisan mazdoor sangharsh committ said tractor conflict committ left delhi,0
436,boom found pictur actual taken year actress marilyn monro,1
151,boom found claim viral post fake shahi imam ahm bukhari cau viral claim fuck,1
252,halfiz saeed convict major murder encount case india administ kashmir sentenc half year jail,0
221,prime minist narendra modi monday inaugur india first train oper technolog delhi metro magenta line,0
552,pakistan court sentenc hafiz saeed head ban organ jamaat ud dawa half year captiv,0
455,jadeja sat team concentr rule play run first match remain two match,0
194,union educ minist ramesh pokhriy nishank announc cbse board th th examin,0
309,bbc correspond zubair ahm special conver farid zakaria famou indian origin writer intellectu america,0
427,claim post went viral attack inspir palghar lynch boom contact hoshiarpur polic detect,1
280,bengaluru muslim businessman gave land templ hmg basha highli appreci,0
465,women see everyth quiet becom part chang sometim calm protest sometim take govern compet polic stick,0
247,boom found video andhra pradesh peopl seen relat rss,1
668,three peopl kill alleg extremist kulgam district jammu kashmir local leader bjp,0
111,boom found viral video elect luberatsi citi russia,1
275,prime minist narendra modi reach nation war memori new delhi paid homag soldier took part war,0
631,film stori mazdoor matto bicycl trap perman lockdown name zindagi low cast poverti make sick,0
203,bjp congress akali call aggress kejriw opportun aam aadmi parti claim stand farmer sinc day law pass lok sabha rajya sabha,0
476,even today memori tipu sultan safe british fort,0
557,india made strong comment unit nation india said unit nation secur council becom bad organ,0
206,last day case cruelti taken prison critic govern,0
710,mani expert say winter increa risk corona viru india increa prepar protect doubl danger,0
672,macron statement islam resent mani arab countri mani countri come support india issu statement support franc,0
361,alway concern china debt maldiv last week discord clearli seen social media,0
751,today cartoon suspend trp tv channel barc,0
531,boom found photo aurangabad protest protest citizenship amend act,1
748,indian foreign ministri spokesman anurag srivastava deni claim pakistani nsa media conver thursday even,0
73,user share pictur connect recent peasant movement,1
532,eleph fell well tamil nadu soon peopl reach save,0
624,biden attitud differ trump mani case affect relat india,0
2,post share larg number pictur claim social media platform facebook twitter,1
194,boom found viral pictur old viral post mislead claim,1
321,emin economist social activist jean drez spoke bbc india constant deterior condit term hunger malnutrit,0
743,bhilwara polic categor deni commun reason behind incid,1
154,boom get list relea forb,1
248,boom spoke queen ruddhaj gaikwad reject viral claim,1
23,claim video yesterday stone pelt done ujjain today scene hindu,1
612,boom found pictur bangladesh avail onlin earli septemb,1
64,claim peopl american farmer left honeymoon attend demonstr,1
251,boom found video us congress member tulsi gabbard share import bhagwat gita janmashtami day,1
63,debat stand everi new name aurangabad citi aurangabad district,0
558,tiger travel km seven district maharashtra telangana current got new hideout,0
34,classic compo ustad ghulam mustafa khan belong rampur sahaswan gharana die age,0
692,fal claim made pictur student tamil nadu punish clean school toilet wear ayyappa garland,1
146,amid tension india chine presid xi jinp taken power deploy armi,0
60,claim user tri show statu farmer video,1
300,read th anniversari battl america tri intimid india india,0
12,thousand mile away land india full essenc life written soil australia last two month,0
375,photo share whatsapp social media fake real news report,1
744,missil kill kilomet,0
413,press confer farmer leader announc farmer leader would go meet home minist amit shah,0
2,someon ask first republ day parad held delhi answer correct,0
74,social media user share pictur claim princess bansal,1
734,controversi polit maharashtra letter governor bhagat singh koshyari languag,0
119,boom found die may last year due hyperten diabet,1
745,viral post claim woman wife gautam adani boom found claim fal,1
87,video clip viral social media claim never seen yogi form modi ji,1
112,despit make sever complaint student teacher spend year arrest case video photo violenc gone viral,0
48,india recent got opportun presid three differ committ secur council unit nation two year,0
401,boom talk offici jaipur found news fake,1
220,earthquak cau lot damag life properti least seven peopl die larg number peopl also injur,0
387,boom found investig viral statement screenshot abp news templat fake,1
293,consid worst year due korona epidem read stori,0
607,happen aurangzeb consid rigor ruler india came girl happen,0
142,civicu report also mention cambodia thailand sri lanka vietnam concern condit common peopl unnecessarili target strict tortur,0
284,boom spoke top offic sultanpur polic told commun angl incid,1
611,today cartoon nda victori bihar,0
12,mani news institut includ zee news abp hindi newspap magazin news channel yogi adityanath paid content,1
429,year old bharat jadhav beaten alleg upper cast men surnam like alleg upper cast surnam,0
349,boom found pictur eleph name gauri tarlabalu jagadguru math sirger karnataka,1
713,articl hatna corona viru kashmir appl industri readi stand lockdown,0
593,boom found viral video russian proton rocket crash moment fli,1
84,shripad naik go yelapur gokaran karnataka car fell pit roadsid,0
411,percent farmer abl sell produc rate amsp percent wheat rice punjab percent wheat rice haryana purcha msp,0
422,bharat bandh agit farmer agricultur law modi govern receiv widespread support polit parti within countri,0
255,china cultiv less land india produc crop india less yield averag yield mani countri world india,0
204,women call farmer also connect union also associ commun religion also repr land,0
506,boom found viral video film actor sunni deol film blanc relea,1
583,newli elect us presid joe biden said ancestor captain east india compani,0
454,video claim muslim maid ad urin owner food boom found video,1
383,boom found museum team take physic measur modi makeup,1
634,peopl bihar could go home vote assembl elect place public public compul vote democraci,0
269,day decemb india celebr farmer day special articl birth anniversari chaudhari charan singh fifth prime minist india,0
488,even corona vaccin readi big challeng govern spread,0
385,peopl countri brought kayak storm gave us stori poet pradeep wrote immort song spent,0
579,recent india decid implement censorship onlin news ott platform,0
707,edit pictur uddhav thackeray shiv sena green logo tweet parodi account sanjay raut,1
261,boom found peopl pakistan khyber pakhtunkhwa provinc uproot tree plant govern protest,1
86,viral video claim delhi polic put peopl wear peopl without mask ten hour,1
218,boom found video kangsiva cemeteri made soldier kill indo china war,1
599,reserv bank said first time histori technic rai come india financ minist announc third instal self reliant india,0
35,boom found pictur start launch bangalor,1
173,boom found viral pictur bjp yuva morcha vice presid shyam prakash dwivedi kashi provinc,1
327,howev peopl involv farmer perform border delhi,0
577,countri asia pacif ocean region includ china sign world largest trade treati sunday,0
181,boom spoke victim famili said recogn girl seen viral pictur,1
752,boom found ratan tata never said mainstream media institut write articl context,1
234,allahabad high court justic pankaj naqvi vivek aggarw gave deci hear girl husband petit decemb,0
280,boom found viral pictur taken rajiv gandhi meet russian hare krishna devot delhi,1
533,arnab first person adopt style coverag made noi aggress,0
658,contrari pm remark new delhi amit shah manifesto cm assam year,1
701,boom found origin yemen incid person public charg rape kill girl,1
402,stori end cross mani mountain sea mountain eventu everyon cri,0
352,boom found investig viral video hyderabad citi india citi hyderabad pakistan,1
670,boom found video origin forest evict campaign conduct amchung forest area assam,1
470,mahasya dharamp gulati run tanga street delhi rai empir rs crore mdh compani,0
526,statement countri former vice presid hamid ansari resent right wing trend,0
525,last day increa case sudden corona infect,0
605,frozen sweet surround fake wrong news compani,1
580,boom found video year old film china,1
204,boom found viral screenshot fake uttar pradesh govern offici confirm,1
8,becom next presid biden america kamla harri also sworn vice presid trump refu attend swear ceremoni went florida,0
717,boom contact shambhavi siddhi master degr student studi jnu viral facebook post,1
714,boom found pictur origin taken protest took road protest nirbhaya gang rape delhi,1
575,boom found voter inform belong person name relat jamia shooter,1
693,boom found viral photo part fact check articl publish hindi newspap dainik poorodaya,1
261,rehan fazal tell stori relat saurabh ganguli life stori game,0
453,group women suprem court challeng one marriag muslim commun file petit read major headlin today newspap,0
5,opposit congress parti ask govern clarifi situat hand govern say eye situat,0
346,india door go chabahar central asia caucasu region prove big benefit train connect,0
87,suprem court pronounc deci three agricultur law center tuesday,0
174,sonal sharma select rajasthan judici servic rj,0
88,prime minist oli indic januari nepal foreign minist pradeep jnavali visit india rai issu kalapani lipul limpiadhura also hold talk solv,0
306,boom found pictur done heavenli actor pushpa joshi work film red,1
667,accu policeman avinash rai dismiss job,0
582,boom investig show post claim jamia injur demonstr show injuri,1
597,ever sinc announc result bihar elect nitish kumar tejashwi yadav taken silenc came front media two day result,0
398,vrindavan polic told boom news rohingya muslim involv case fake,1
124,govern india remov word halal manual relat red meat,0
497,boom found onlin form free mask scam inform taken peopl,1
654,govern india strongli oppo pakistan prime minist imran khan deci give temporari statu gilgit baltistan provinc provinc,0
7,long jump player shell singh abil handl legaci anju bobbi georg star player past era,0
445,boom talk mumbai psychiatrist dr sagar mundra tri know effect kornaviru lockdown,1
325,provinc pakistan famou histor heritag one import center gandhara buddhist heritag,0
703,big bazaar futur group world richest man amazon jeff bezo mukesh ambani india richest relianc stake two stalk two,0
705,boom found kanhaiya talk maulana abul kalam azad shown cut,1
123,babur founder mughal sultan seen winner hand also consid big artist writer,0
253,sever round talk govern farmer effort inconclu,0
338,vaccin start countri deal corona viru case adver affect,0
113,boom found evid confirm cancel right vote muslim denmark,1
57,boom found pictur guru gobind singh jayanti celebr mumbai hrithik roshan attend,1
673,tata memori hospit mumbai reduc hair loss chemotherapi breast cancer,1
684,congress leader rahul gandhi said china captur india soil pm modi even take name china,0
468,boom found video record filipin deliveryman remov bread slice packet,1
667,boom reject earlier bhilwara polic told boom case commun polit,1
264,uk compani hold broadcast right news channel fine nearli rs lakh,0
353,nur union made demand includ implement recommend sixth pay commiss,0
515,live page bbc hindi get big news today stay us everi updat,0
554,npr consid first step toward fulfil nation citizenship regist nrc,0
502,intern work group rbi recommend licen bank industri hou,0
240,boom found adverti relea march time mandatori wear mask viral post mislead,1
571,viral articl origin suspect websit ab tccom publish websit publish wrong inform earlier,1
574,tarakishor prasad elect leader bjp legislatur parti bihar discuss vice captain nitish kumar place sushil modi,0
309,boom found pilot present twitter news report written fake tweet name,1
55,gener jfr jacob import role surrend pakistani soldier bangladesh war,0
518,free trade agreement asean countri rcep e region comprehen econom partnership call world largest trade agreement,0
79,boom found video continu rain affect mani area chennai marina beach also,1
196,loan app make peopl live hell huge interest rate role behind,0
681,boom found pictur screen grab news bulletin relat water project inspect sarbanand sonow,1
310,gp technolog come new commerci train india,0
130,stori indian fought right god worship,0
584,boom found person shailendra dubey teacher primari school jaunpur uttar pradesh anil upadhyay,1
265,boom spoke historian rana safavi journalist relat news told mistak desk,1
539,kamal singh passion learn ballet danc money learn,0
169,boom found person seen video aap parti leader ajay dutt delhi polic push,1
749,boom found reserv bank india never issu messag order note declar illeg,1
658,pakistan prime minist imran khan announc give gilgit baltistan statu interim provinc,0
698,sibrabad polic commiss vc sajjan told boom none accu minor,1
334,virat kohli captain day night test match held pink ball test match return india go father,0
155,former bureaucrat written letter conver ordin address chief minist bjp say yogi adityanath continu work way,0
677,boom found pictur rahul gandhi sapa fabin kerala,1
207,game fourth day second test play india australia start match play melbourn cricket ground,0
214,boom found handl fake longer exist,1
49,peopl happi vaccin mani peopl also afraid reaction,0
563,laxmi vila bank limit steadili declin bank continu loss three year due net worth decrea,0
500,last quarter gdp record huge declin percent,0
459,farmer stand lakh three new agricultur law border delhi last ten day women hou also readi travel delhi,0
227,farmer leader bihar particip agricultur punjab uttar pradesh good agricultur,0
75,kutsapo villag nagaland fake district suddenli discuss,0
45,claim farmer beat bjp leader umesh singh rai slogan pakistan zindabad,1
393,harm farmer women cultiv share agricultur law,0
754,driver continu drive inst,0
581,scenario chang dimen sing poetri emerg new experi sing done ver without hindi,0
458,india set target run win front australia australia team could score run,0
121,diamond businessman nirav modi sister brother law appli becom govern wit,0
501,world health organ said mask complet effect compet recent outbreak covid,1
648,boom found video viral accid mumbai pune highway,1
40,stori written maithili hindi writer rajkam chaudhari tell condit women lower class societi,0
118,boom found viral video al ahsa saudi arabia offici destroy bad chee,1
718,day left formal begin india pakistan war two day ago soldier sikh regiment move toward chaugacha town east pakistan tank,0
32,give corona viru vaccin peopl countri januari report side effect area health ministri confirm explain detail,0
560,boom found pictur old attack zee news offic recent,1
700,boom found video origin shot adelaid zoo australia photograph,1
426,decemb prime minist narendra modi go lay foundat stone new build parliament mani petit file court,0
400,boom discov video record surat divi gujarat last year constabl appoint railway,1
40,amidst recent farmer perform pictur viral claim prime minist gautam adani wife bow,1
296,war us sent seventh fleet bay bengal increa pressur india accept ceasefir,0
709,punjab legisl assembl pass three new agricultur bill neutral three new agricultur law brought central govern,0
72,impeach motion pass presid trump us parliament trump issu statement appeal peopl maintain peac,0
319,pakistan textil export exceed billion first four month current financ year,0
535,win five seat bihar assembl elect said aimim emerg nation level parti muslim,0
538,pictur policeman hold stone hand present internet long recent delhi violenc,1
382,former presid pranab mukherj die august year death memoir come,0
379,boom found neeta ambani twitter account tweet made fan account,1
369,boom discov real video decemb found claim viral post fake,1
3,today cartoon ongo controversi web seri orgi,0
655,boom found video origin brahmanbaria bangladesh madrasa student local shopkeep,1
716,boom abl find victim sukhram meghwal beaten peopl charg theft,1
206,patra reiter claim special public prosecutor ujjwal nikam gave state state mumbai attack case,1
748,boom found statement go viral name senior journalist kumar roam social media sinc murshidabad tripl murder,1
366,khanchandani produc court today even khanchandani matter question twice,0
11,siraj resolv pant matur shubman restraint pujara hard work shardul sundar courag stori youth power india,0
388,boom discov video youtub sinc august,1
484,viral mesaz claim mp govern one due non complianc countri wide lock properli,1
633,boom found actual pictur taken ahmedabad support citizenship amend act,1
131,write historian document show dara shikoh buri somewh humayun tomb delhi,0
344,claim post viral clip nuziland boom found actual video matera itali,1
219,case reach suprem court,0
737,nia arrest year old father stan swami impo uapa section,0
388,current agit run two week million farmer border delhi adam demand new agricultur law came forc month ago,0
704,boom found pictur nigeria pastor kept sister human skeleton,1
162,head india drug regulatori bodi said corona vaccin countri approv,0
459,viral messag claim hotel resort across india close till octob year due coronaviru,1
236,boom found pictur indian ambassador sangeeta bahadur belaru made viral aankhi da,1
361,boom found viral pictur edit real pictur taken protest washington,1
449,korona becom posit even take haryana home minist aniz vij vixin,0
433,boom found zee hindustan come viral messag mislead commun angl news,1
415,claim test kovid stop breath appli mustard oil nose stomach,1
274,pictur viral claim investig sushant singh rajput case correct due acquaint thackeray riya chakraborti,1
756,center attract power wrestler relat famou bholu wrestler famili darul health known name bholu ka akhara,0
302,list ministri health attempt made solv doubt relat vaccin current mind peopl,0
744,boom found interview given tv regret lewd thing done brother,1
208,boom found viral claim fake incid happen recent,1
316,pratap roam viral messag social media littl fake inform nm inspir life,1
482,sanjay aggarw secretari ministri agricultur issu letter call leader kisan union vigyan bhawan new delhi interact high level committ minist govern india,0
488,viral messag peopl ask peopl stay indoor govern go spray medicin claim fake,1
314,us presid elect joe biden announc addit member white hou commun press staff friday,0
296,boom found clip consid real actual clip film call head shark attack,1
258,boom found girl seen viral video medic student natalya second phase bardenco militari hospit,1
426,boom found pictur old caption unrel relat kornaviru epidem,1
294,boom found real pictur time jyotiraditya scindia join bjp,1
500,mani mainstream news outlet social media made fal claim ronaldo hotel convert hospit,1
575,read news given prioriti newspap publish delhi,0
287,farmer punjab stuck chakravyuh success green revolut know way get,0
372,boom found second long real video slogan jai shri ram heard,1
427,special conver bbc former jammu kashmir chief minist mehbooba mufti spoke ddc elect articl,0
689,person seen pictur vinay sharma one adult convict case minor,1
337,boom found flag neither saffron indian tricolor leader burnt nepali flag protest nepal,1
145,boom spoke maharashtra state cid confirm sanjay shind ncp never involv case,1
355,zee news also describ viral graphic fake photoshop contact boom,1
452,boom spoke local polic said whatsapp oral among resid banbhulpura area haldwani,1
370,boom investig viral video telangana worker protest ask permiss go home,1
670,huge demonstr iqbal maidan bhopal presid franc becom reason polit state,0
536,boom found viral video decemb film caa protest ahmedabad gujarat,1
254,boom spoke journalist mubashir mushtaq took pictur describ viral pictur fake edit,1
216,decemb india pm narendra modi virtual meet bangladesh prime minist sheikh hasina,0
620,boom found video novemb farmer allegedli protest get low compen land,1
154,sonal sharma select rajasthan judici servic rj,0
62,today cartoon vaccin suppli india,0
508,boom spoke rbi spokesperson clarifi viral messag fake,1
484,amid ongo demonstr farmer new agricultur law center union home minist amit shah said sunday law welfar farmer call farmer perform non polit,0
656,mayawati said need defeat samajwadi parti parti also support bjp,0
479,sheetal amt question manag seva samiti social media shortli ago amt famili issu statement,0
86,propo made remov presid trump hou repr lower hou us parliament,0
49,claim pictur current time ongo peasant movement,1
439,incid punjab provinc pakistan accord punjab polic person seen cctv footag arrest,1
158,boom found woman seen pictur pratibha borkar social media charg goa congress,1
201,hanuman beniw mp rlp nagaur arriv demonstr farmer jaipur delhi highway read distanc farmer discuss whole matter,0
